Id,District Name,Neighborhood Name,Street,Weekday,Month,Day,Hour,Part of the day,Mild injuries,Serious injuries,Victims,Vehicles involved,Longitude,Latitude
20170004291,Eixample,la Dreta de l'Eixample,Aragó / Gràcia                                    ,Sunday,May,14,21,Afternoon,1,0,1,2,2.164884,41.392165000000006
20170004292,Gràcia,Vallcarca i els Penitents,República Argentina / Craywinckel                 ,Sunday,May,14,21,Afternoon,0,1,1,2,2.139941,41.41243
20170004293,Gràcia,la Vila de Gràcia,Gran de Gràcia                                    ,Sunday,May,14,21,Afternoon,1,0,1,2,2.1522759999999996,41.402918
20170004294,Eixample,l'Antiga Esquerra de l'Eixample,Aragó / Muntaner                                  ,Sunday,May,14,20,Afternoon,2,0,2,2,2.158465,41.38733
20170004295,Horta-Guinardó,la Vall d'Hebron,B-20 (Besòs)                                      ,Sunday,May,14,22,Night,1,0,1,1,2.145046,41.431153
20170004296,Sants-Montjuïc,Hostafrancs,Corts Catalanes                                   ,Monday,May,15,5,Night,3,0,3,3,2.143796,41.371390999999996
20170004297,Ciutat Vella,la Barceloneta,B-10 (Llobregat)                                  ,Monday,May,15,6,Morning,1,0,1,2,2.1940779999999998,41.386705
20170004298,Sants-Montjuïc,el Poble-sec,B-10 (Llobregat)                                  ,Monday,May,15,8,Morning,1,0,1,3,2.1681209999999997,41.361562
20170004299,Eixample,l'Antiga Esquerra de l'Eixample,Mallorca                                          ,Monday,May,15,7,Morning,1,0,1,2,2.1534459999999997,41.387102
20170004300,Sants-Montjuïc,la Bordeta,Corts Catalanes                                   ,Monday,May,15,8,Morning,1,0,1,2,2.1394,41.368043
20170004301,Sants-Montjuïc,la Bordeta,Ildefons Cerdà                                    ,Monday,May,15,7,Morning,1,0,1,2,2.134562,41.364549
20170004302,Eixample,l'Antiga Esquerra de l'Eixample,Diputació / Valeri Serra                          ,Monday,May,15,9,Morning,1,0,1,2,2.160154,41.3852
20170004303,Sant Andreu,el Congrés i els Indians,Concepció ARENAL                                  ,Monday,May,15,8,Morning,1,0,1,2,2.183779,41.422346000000005
20170004304,Sants-Montjuïc,Sants,Badal / Canalejas                                 ,Monday,May,15,6,Morning,1,0,1,1,2.131267,41.373340999999996
20170004305,Nou Barris,Verdun,Júlia                                             ,Monday,May,15,10,Morning,3,0,3,2,2.1758029999999997,41.440067
20170004306,Eixample,Sant Antoni,Corts Catalanes / Comte Borrell                   ,Monday,May,15,9,Morning,1,0,1,1,2.157427,41.381284
20170004307,Eixample,l'Antiga Esquerra de l'Eixample,Diputació                                         ,Monday,May,15,9,Morning,1,0,1,2,2.162425,41.387057
20170004308,Sant Martí,Provençals del Poblenou,Corts Catalanes / Selva de Mar                    ,Monday,May,15,11,Morning,1,0,1,2,2.201634,41.414446999999996
20170004309,Eixample,la Dreta de l'Eixample,Gràcia                                            ,Monday,May,15,11,Morning,1,0,1,2,2.166644,41.391177
20170004310,Nou Barris,Porta,Doctor Pi i Molist / Orduña                       ,Monday,May,15,12,Morning,1,0,1,1,2.172915,41.433809000000004
20170004311,Sants-Montjuïc,la Bordeta,Badal / Constitució                               ,Monday,May,15,8,Morning,0,0,0,1,2.132916,41.368935
20170004312,Eixample,la Dreta de l'Eixample,Girona                                            ,Monday,May,15,13,Morning,1,0,1,2,2.1724360000000003,41.39369
20170004313,Eixample,el Fort Pienc,Sicília / Consell de Cent                         ,Monday,May,15,13,Morning,1,0,1,2,2.176552,41.399240999999996
20170004314,Eixample,l'Antiga Esquerra de l'Eixample,Corts Catalanes                                   ,Monday,May,15,15,Afternoon,1,0,1,2,2.15908,41.382842
20170004315,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,General Mitre / Augusta                           ,Monday,May,15,16,Afternoon,1,0,1,2,2.132853,41.397779
20170004316,Eixample,l'Antiga Esquerra de l'Eixample,Corts Catalanes                                   ,Monday,May,15,16,Afternoon,1,0,1,3,2.16034,41.383790999999995
20170004317,Eixample,la Dreta de l'Eixample,Diagonal / Sant Joan                              ,Monday,May,15,16,Afternoon,1,0,1,2,2.1697439999999997,41.398839
20170004318,Sant Martí,el Poblenou,Calvell / Jonquera                                ,Monday,May,15,16,Afternoon,1,0,1,2,2.208334,41.399316999999996
20170004319,Gràcia,Vallcarca i els Penitents,Dalt (Besòs)                                      ,Monday,May,15,15,Afternoon,0,0,0,1,2.1375990000000002,41.41575
20170004320,Eixample,Sant Antoni,Corts Catalanes / Vilamarí                        ,Monday,May,15,16,Afternoon,3,0,3,2,2.15178,41.377044
20170004321,Sant Andreu,el Bon Pastor,Monterrey / Potosí                                ,Monday,May,15,16,Afternoon,1,0,1,2,2.2058259999999996,41.443488
20170004322,Les Corts,la Maternitat i Sant Ramon,Diagonal / Pascual i Vila                         ,Monday,May,15,18,Afternoon,1,0,1,2,2.115942,41.385424
20170004323,Les Corts,les Corts,Sarrià / Taquígraf Garriga                        ,Monday,May,15,18,Afternoon,1,0,1,2,2.1408970000000003,41.390919
20170004324,Sants-Montjuïc,la Marina del Prat Vermell,Litoral (Llobregat)                               ,Monday,May,15,16,Afternoon,0,0,0,3,2.134155,41.344516999999996
20170004325,Sants-Montjuïc,la Marina del Prat Vermell,Litoral (Llobregat)                               ,Monday,May,15,17,Afternoon,1,0,1,1,2.2018,41.392004
20170004326,Eixample,la Dreta de l'Eixample,Aragó                                             ,Monday,May,15,20,Afternoon,1,0,1,2,2.16531,41.392694
20170004327,Les Corts,la Maternitat i Sant Ramon,Corts / Benavent                                  ,Monday,May,15,19,Afternoon,1,0,1,2,2.123942,41.379635
20170004328,Sants-Montjuïc,la Marina del Prat Vermell,B-10 (Besòs)                                      ,Monday,May,15,19,Afternoon,0,0,0,2,2.1673560000000003,41.360884999999996
20170004329,Gràcia,el Camp d'en Grassot i Gràcia Nova,Rosselló / Grassot                                ,Monday,May,15,20,Afternoon,1,0,1,2,2.169228,41.402271
20170004330,Sant Andreu,el Congrés i els Indians,Cep                                               ,Monday,May,15,19,Afternoon,0,0,0,3,2.181968,41.425404
20170004331,Sants-Montjuïc,la Bordeta,Constitució / Toledo                              ,Monday,May,15,20,Afternoon,1,0,1,2,2.135549,41.369758000000004
20170004332,Sant Martí,Provençals del Poblenou,C-31                                              ,Monday,May,15,23,Night,1,0,1,2,2.203262,41.415467
20170004333,Sant Martí,el Poblenou,Calvell / Poblenou                                ,Monday,May,15,20,Afternoon,2,0,2,1,2.20623,41.397296000000004
20170004334,Nou Barris,Verdun,Júlia                                             ,Tuesday,May,16,7,Morning,1,0,1,2,2.1750689999999997,41.439281
20170004335,Sarrià-Sant Gervasi,el Putxet i el Farró,General Mitre / Berna                             ,Tuesday,May,16,8,Morning,1,0,1,2,2.146772,41.405755
20170004336,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Esperança                                         ,Tuesday,May,16,8,Morning,1,0,1,2,2.1274759999999997,41.404381
20170004337,Sarrià-Sant Gervasi,el Putxet i el Farró,Saragossa                                         ,Tuesday,May,16,9,Morning,1,0,1,4,2.14957,41.401843
20170004338,Les Corts,Pedralbes,Pedralbes                                         ,Tuesday,May,16,9,Morning,1,0,1,2,2.116526,41.391799
20170004339,Sant Martí,la Verneda i la Pau,Guipúscoa                                         ,Tuesday,May,16,9,Morning,1,0,1,1,2.203186,41.420652000000004
20170004340,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Esperança / Escoles Pies                          ,Tuesday,May,16,11,Morning,1,0,1,1,2.127198,41.404298
20170004341,Sants-Montjuïc,Sants - Badal,Sants                                             ,Tuesday,May,16,12,Morning,1,0,1,2,2.12771,41.375671000000004
20170004342,Sant Martí,el Parc i la Llacuna del Poblenou,Almogàvers / Sardenya                             ,Tuesday,May,16,12,Morning,1,0,1,2,2.1858049999999998,41.393971
20170004343,Sant Martí,el Camp de l'Arpa del Clot,Indústria / Independència                         ,Tuesday,May,16,12,Morning,1,0,1,2,2.1777330000000004,41.4121
20170004344,Horta-Guinardó,el Guinardó,Sant Antoni Maria Claret / Dos de Maig            ,Tuesday,May,16,13,Morning,1,0,1,1,2.175453,41.412032
20170004345,Sant Martí,el Camp de l'Arpa del Clot,València                                          ,Tuesday,May,16,13,Morning,1,0,1,2,2.186425,41.409909999999996
20170004346,Eixample,la Nova Esquerra de l'Eixample,Entença / Provença                                ,Tuesday,May,16,13,Morning,1,0,1,2,2.146028,41.383069
20170004347,Sants-Montjuïc,la Marina de Port,Ildefons Cerdà / Corts Catalanes                  ,Tuesday,May,16,13,Morning,1,0,1,2,2.134649,41.364176
20170004348,Eixample,la Sagrada Família,Mallorca                                          ,Tuesday,May,16,14,Afternoon,1,0,1,2,2.172773,41.401378
20170004349,Gràcia,Vallcarca i els Penitents,Dalt                                              ,Tuesday,May,16,15,Afternoon,0,0,0,2,2.15077,41.408077
20170004350,Horta-Guinardó,la Font d'en Fargues,Aguilar                                           ,Tuesday,May,16,14,Afternoon,1,0,1,2,2.170238,41.423584999999996
20170004351,Sants-Montjuïc,Hostafrancs,Espanya / Corts Catalanes                         ,Tuesday,May,16,15,Afternoon,1,0,1,2,2.1495189999999997,41.375343
20170004352,Eixample,la Dreta de l'Eixample,Corts Catalanes / Pau Claris                      ,Tuesday,May,16,16,Afternoon,1,0,1,2,2.169896,41.390642
20170004353,Sant Andreu,el Bon Pastor,Sant Adrià / Ferran Junoy                         ,Tuesday,May,16,16,Afternoon,1,0,1,2,2.1946529999999997,41.435309000000004
20170004354,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Madrazo / Alfons XII                              ,Tuesday,May,16,16,Afternoon,2,0,2,2,2.148299,41.399671000000005
20170004355,Sant Martí,el Clot,Aragó / Dos de Maig                               ,Tuesday,May,16,17,Afternoon,0,0,0,2,2.1833709999999997,41.406048
20170004356,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,ganduixer / Augusta                               ,Tuesday,May,16,17,Afternoon,0,0,0,2,2.135364,41.397778
20170004357,Sant Martí,el Parc i la Llacuna del Poblenou,Marina / Pujades                                  ,Tuesday,May,16,18,Afternoon,1,0,1,1,2.189091,41.393131
20170004358,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Dalt (Besòs)                                      ,Tuesday,May,16,18,Afternoon,0,0,0,3,2.131426,41.414127
20170004359,Eixample,l'Antiga Esquerra de l'Eixample,Aribau / Rosselló                                 ,Tuesday,May,16,17,Afternoon,1,0,1,2,2.15509,41.391601
20170004360,Nou Barris,la Trinitat Nova,Pedrosa / S'Agaró                                 ,Tuesday,May,16,22,Night,1,0,1,2,2.187032,41.447547
20170004361,Sarrià-Sant Gervasi,Sarrià,Dalt (Llobregat)                                  ,Wednesday,May,17,7,Morning,1,0,1,3,2.1134020000000002,41.400290999999996
20170004362,Les Corts,Pedralbes,Pedralbes / Beltrán i Rózpide                     ,Wednesday,May,17,8,Morning,1,0,1,2,2.120524,41.388882
20170004363,Ciutat Vella,el Barri Gòtic,Rambla / Portaferrissa                            ,Wednesday,May,17,5,Night,1,0,1,1,2.171718,41.383015
20170004364,Sant Martí,el Besòs i el Maresme,B-10 (Llobregat)                                  ,Wednesday,May,17,7,Morning,1,0,1,2,2.2203720000000002,41.408057
20170004365,Ciutat Vella,la Barceloneta,Litoral / Ramon Trias Fargas                      ,Wednesday,May,17,6,Morning,5,0,5,2,2.195364,41.386727
20170004366,Horta-Guinardó,Montbau,Vall d'Hebron                                     ,Wednesday,May,17,8,Morning,1,0,1,2,2.144584,41.430611
20170004367,Sant Andreu,el Congrés i els Indians,Felip II / Ramon Albó                             ,Wednesday,May,17,8,Morning,1,0,1,2,2.177232,41.427793
20170004368,Sant Martí,el Parc i la Llacuna del Poblenou,Corts Catalanes                                   ,Wednesday,May,17,9,Morning,2,0,2,3,2.189987,41.405383
20170004369,Eixample,la Sagrada Família,Aragó / Lepant                                    ,Wednesday,May,17,8,Morning,1,0,1,2,2.178945,41.402738
20170004370,Sants-Montjuïc,la Marina del Prat Vermell,A Zona Franca / Número 3 Zona Franca              ,Wednesday,May,17,7,Morning,1,0,1,1,2.138671,41.332974
20170004371,Eixample,l'Antiga Esquerra de l'Eixample,Mallorca / Enric Granados                         ,Wednesday,May,17,9,Morning,2,0,2,2,2.158472,41.39074
20170004372,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Pellaires                                         ,Wednesday,May,17,9,Morning,1,0,1,1,2.210245,41.404509000000004
20170004373,Sant Martí,el Parc i la Llacuna del Poblenou,Joan d'Àustria / Llull                            ,Wednesday,May,17,10,Morning,2,0,2,2,2.191388,41.393105
20170004374,Sant Martí,el Poblenou,Llacuna                                           ,Wednesday,May,17,9,Morning,2,0,2,4,2.199794,41.400301
20170004375,Sants-Montjuïc,la Marina del Prat Vermell,Longitudinal 1                                    ,Wednesday,May,17,12,Morning,1,0,1,2,2.118003,41.333458
20170004376,Sant Andreu,Sant Andreu,B-20 (Besòs)                                      ,Wednesday,May,17,13,Morning,2,0,2,2,2.190601,41.446766
20170004377,Les Corts,la Maternitat i Sant Ramon,Doctor Marañón                                    ,Wednesday,May,17,10,Morning,1,0,1,1,2.113373,41.381959
20170004378,Sants-Montjuïc,la Font de la Guatlla,Mèxic                                             ,Wednesday,May,17,11,Morning,0,0,0,1,2.149671,41.371755
20170004379,Sant Martí,la Vila Olímpica del Poblenou,B-10 (Llobregat)                                  ,Wednesday,May,17,13,Morning,2,0,2,2,2.199695,41.39055
20170004380,Sant Martí,el Camp de l'Arpa del Clot,València / Independència                          ,Wednesday,May,17,13,Morning,0,0,0,2,2.183407,41.407785
20170004381,Eixample,la Dreta de l'Eixample,Aragó                                             ,Wednesday,May,17,15,Afternoon,1,0,1,2,2.1619770000000003,41.390184999999995
20170004382,Sants-Montjuïc,el Poble-sec,Paral·lel                                         ,Wednesday,May,17,13,Morning,1,0,1,1,2.163421,41.374796999999994
20170004383,Horta-Guinardó,el Baix Guinardó,Marina                                            ,Wednesday,May,17,15,Afternoon,1,0,1,2,2.1683630000000003,41.40898
20170004384,Eixample,la Dreta de l'Eixample,València / Bruc                                   ,Wednesday,May,17,13,Morning,1,0,1,2,2.1675,41.395838
20170004385,Ciutat Vella,el Raval,Rambla                                            ,Wednesday,May,17,15,Afternoon,1,0,1,3,2.1730549999999997,41.38111
20170004386,Eixample,la Sagrada Família,Mallorca / Castillejos                            ,Wednesday,May,17,17,Afternoon,3,0,3,1,2.178886,41.406071999999995
20170004387,Sant Andreu,el Bon Pastor,Santander                                         ,Wednesday,May,17,17,Afternoon,0,0,0,1,2.20438,41.430611999999996
20170004388,Sants-Montjuïc,la Bordeta,Ildefons Cerdà / Corts Catalanes                  ,Wednesday,May,17,16,Afternoon,1,0,1,2,2.134649,41.364176
20170004389,Les Corts,les Corts,Carles III / Antoni Alberdi                       ,Wednesday,May,17,15,Afternoon,0,0,0,1,2.128638,41.391245
20170004390,Eixample,la Dreta de l'Eixample,Gràcia / Consell de Cent                          ,Wednesday,May,17,20,Afternoon,2,0,2,1,2.165956,41.391288
20170004391,Eixample,la Dreta de l'Eixample,Consell de Cent / Pau Claris                      ,Wednesday,May,17,22,Night,1,0,1,2,2.167507,41.39244
20170004392,Sant Martí,el Parc i la Llacuna del Poblenou,Diagonal / Ciutat de Granada                      ,Wednesday,May,17,18,Afternoon,1,0,1,2,2.1903669999999997,41.404181
20170004393,Eixample,l'Antiga Esquerra de l'Eixample,Diputació / Aribau                                ,Wednesday,May,17,16,Afternoon,1,0,1,2,2.161864,41.386483
20170004394,Ciutat Vella,el Raval,Josep Carner / Drassanes                          ,Thursday,May,18,0,Night,3,0,3,2,2.176656,41.374429
20170004395,Sant Martí,Provençals del Poblenou,Corts Catalanes / Bilbao                          ,Thursday,May,18,5,Night,2,1,3,1,2.194859,41.409289
